학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2024 학년도,1학기,대학,물리학과,PHY1001,02,일반물리I,조회,3.0,"월,수 12:00~13:15 [K301]",3.0,Scopel Stefano,73,O,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,03,일반물리I,조회,3.0,"월,수 16:30~17:45 [RA308]",3.0,이상헌,79,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,04,일반물리I,조회,3.0,"화,목 09:00~10:15 [K202]",3.0,이기진,70,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,05,일반물리I,조회,3.0,"화,목 10:30~11:45 [RA310]",3.0,양상모,58,,,,,,,,,,전학년,1학년,,,물리1전공 전용반
2024 학년도,1학기,대학,물리학과,PHY1001,06,일반물리I,조회,3.0,"화,목 12:00~13:15 [K403]",3.0,정명화,74,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,07,일반물리I,조회,3.0,"화,목 13:30~14:45 [RA204]",3.0,백현준,81,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,08,일반물리I,조회,3.0,"화,목 15:00~16:15 [J102]",3.0,이원우,72,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,09,일반물리I,조회,3.0,"수,금 09:00~10:15 [RA410]",3.0,장준익,41,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,10,일반물리I,조회,3.0,"수,금 13:30~14:45 [RA308]",3.0,유효빈,74,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,11,일반물리I,조회,3.0,"수,금 15:00~16:15 [RA308]",3.0,김종욱,23,,,,,,,,,,전학년,1학년,,,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1101,01,일반물리실험I,조회,1.0,화 10:30~12:20 [R103],2.0,정현식,17,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,02,일반물리실험I,조회,1.0,월 13:30~15:20 [R103],2.0,홍준호,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,03,일반물리실험I,조회,1.0,월 13:30~15:20 [R107],2.0,김원태,19,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,04,일반물리실험I,조회,1.0,월 15:30~17:20 [R103],2.0,홍준호,17,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,05,일반물리실험I,조회,1.0,월 15:30~17:20 [R107],2.0,김원태,17,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,06,일반물리실험I,조회,1.0,월 17:30~19:20 [R103],2.0,양상모,12,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,07,일반물리실험I,조회,1.0,월 17:30~19:20 [R107],2.0,김원태,14,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,08,일반물리실험I,조회,1.0,화 13:30~15:20 [R103],2.0,홍준호,16,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,09,일반물리실험I,조회,1.0,화 13:30~15:20 [R107],2.0,정현식,8,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,10,일반물리실험I,조회,1.0,화 15:30~17:20 [R103],2.0,홍준호,15,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,11,일반물리실험I,조회,1.0,화 15:30~17:20 [R107],2.0,김원태,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,12,일반물리실험I,조회,1.0,화 17:30~19:20 [R103],2.0,양상모,15,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,13,일반물리실험I,조회,1.0,화 17:30~19:20 [R107],2.0,이기진,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,14,일반물리실험I,조회,1.0,수 10:30~12:20 [R103],2.0,장준익,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,15,일반물리실험I,조회,1.0,수 13:30~15:20 [R103],2.0,장준익,16,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,16,일반물리실험I,조회,1.0,수 13:30~15:20 [R107],2.0,양상모,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,17,일반물리실험I,조회,1.0,수 15:30~17:20 [R103],2.0,Scopel Stefano,16,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,18,일반물리실험I,조회,1.0,수 15:30~17:20 [R107],2.0,양상모,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,19,일반물리실험I,조회,1.0,수 17:30~19:20 [R103],2.0,Scopel Stefano,16,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,20,일반물리실험I,조회,1.0,수 17:30~19:20 [R107],2.0,이현철,14,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,21,일반물리실험I,조회,1.0,목 13:30~15:20 [R103],2.0,장준익,13,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,22,일반물리실험I,조회,1.0,목 13:30~15:20 [R107],2.0,이현철,10,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,23,일반물리실험I,조회,1.0,목 15:30~17:20 [R103],2.0,장준익,17,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,24,일반물리실험I,조회,1.0,목 15:30~17:20 [R107],2.0,이현철,16,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,25,일반물리실험I,조회,1.0,목 17:30~19:20 [R103],2.0,장준익,11,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,26,일반물리실험I,조회,1.0,목 17:30~19:20 [R107],2.0,홍준호,17,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,27,일반물리실험I,조회,1.0,금 10:30~12:20 [R103],2.0,이현철,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,28,일반물리실험I,조회,1.0,금 13:30~15:20 [R103],2.0,장준익,18,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,29,일반물리실험I,조회,1.0,금 13:30~15:20 [R107],2.0,이기진,14,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,30,일반물리실험I,조회,1.0,금 15:30~17:20 [R103],2.0,Scopel Stefano,17,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,31,일반물리실험I,조회,1.0,금 15:30~17:20 [R107],2.0,이기진,15,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,32,일반물리실험I,조회,1.0,금 17:30~19:20 [R103],2.0,Scopel Stefano,18,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,33,일반물리실험I,조회,1.0,금 17:30~19:20 [R107],2.0,이기진,17,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY2001,01,역학I,조회,3.0,"화,목 13:30~14:45 [K304]",3.0,양상모,63,O,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY2003,01,전자기학I,조회,3.0,"수,금 13:30~14:45 [RA310]",3.0,홍준호,64,O,,,,,,,,,전학년,2학년,,"(=전자공학과 전자장론I, 둘 중 한과목만 학점인정)",
2024 학년도,1학기,대학,물리학과,PHY2005,01,수리물리학I,조회,3.0,"수,금 09:00~10:15 [RA406B]",3.0,Scopel Stefano,69,O,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY2009,01,현대물리학,조회,3.0,"화,목 09:00~10:15 [RA308]",3.0,정현식,52,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY2101,01,실험물리학I,조회,2.0,월 15:00~18:50 [R110],4.0,백현준,13,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY2101,02,실험물리학I,조회,2.0,수 15:00~18:50 [R110],4.0,유효빈,14,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY2101,03,실험물리학I,조회,2.0,목 15:00~18:50 [R110],4.0,유효빈,14,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY2101,04,실험물리학I,조회,2.0,금 15:00~18:50 [R110],4.0,백현준,15,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY3001,01,양자물리학I,조회,3.0,"월,수 12:00~13:15 [RA408]",3.0,이현철,46,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,물리학과,PHY3003,01,열역학,조회,3.0,"월,수 10:30~11:45 [RA410]",3.0,백현준,52,O,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,물리학과,PHY3101,01,실험물리학III,조회,2.0,월 15:00~18:50 [R108],4.0,정현식,13,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,물리학과,PHY3101,02,실험물리학III,조회,2.0,수 15:00~18:50 [R108],4.0,정명화,13,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,물리학과,PHY3101,03,실험물리학III,조회,2.0,목 15:00~18:50 [R108],4.0,정명화,10,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,물리학과,PHY3101,04,실험물리학III,조회,2.0,금 15:00~18:50 [R108],4.0,정명화,10,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,물리학과,PHY3501,01,물리캡스톤디자인I(캡스톤디자인),조회,3.0,"화,목 15:00~16:15 [RA406A]",3.0,이기진,18,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY3515,01,전공진로설계Ⅰ,조회,,,,Scopel Stefano,1,,,,,,,,,,"2,3,4학년",2-4학년,,,제1전공자만 가능
2024 학년도,1학기,대학,물리학과,PHY3515,02,전공진로설계Ⅰ,조회,,,,김원태,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY3515,04,전공진로설계Ⅰ,조회,,,,양상모,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY3515,05,전공진로설계Ⅰ,조회,,,,유효빈,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY3515,06,전공진로설계Ⅰ,조회,,,,이기진,2,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY3515,07,전공진로설계Ⅰ,조회,,,,이현철,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY3515,08,전공진로설계Ⅰ,조회,,,,장준익,4,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY3515,09,전공진로설계Ⅰ,조회,,,,정현식,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY4001,01,고체물리학I,조회,3.0,"화,목 12:00~13:15 [RA408]",3.0,유효빈,52,O,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY4003,01,현대광학I,조회,3.0,"화,목 10:30~11:45 [AS412]",3.0,김현정,34,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,물리학과,PHY4005,01,기초입자이론I,조회,3.0,"화,목 13:30~14:45 [RA406A]",3.0,김원태,37,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,물리학과,PHY4201,01,특수연구,조회,3.0,화 16:30~17:45 [R404],1.5,장준익,11,,,,,,,,,,전학년,4학년,,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목,전공학점으로 인정되지 않음.(총학점에는 포함됨)
2024 학년도,1학기,대학,물리학과,PHY4204,01,졸업프로젝트,조회,3.0,화 16:30~17:45 [R404],1.5,장준익,1,,,,,,,,,,전학년,4학년,,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목,전공학점으로 인정되지 않음.(총학점에는 포함됨)
2024 학년도,1학기,대학,물리학과,PHYG001,01,고전물리I,조회,3.0,"월,수 10:30~11:45 [RA310]",3.0,이현철,14,O,,,,,,,,,전학년,4학년,,"대학원초급과목,구PHY5001",학석사연계과목
2024 학년도,1학기,대학,정치외교학과,POL2002,01,정치학개론,조회,3.0,"월,수 10:30~11:45 [D202]",3.0,하상응,91,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,정치외교학과,POL2002,02,정치학개론,조회,3.0,금 10:30~13:15 [D301],3.0,김태심,57,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,정치외교학과,POL2004,01,사회과학 데이터 분석의 기초,조회,3.0,"화,목 13:30~14:45 [D302]",3.0,송병권,14,O,,,,,,,,,전학년,1-4학년,,구)연구방법론,
2024 학년도,1학기,대학,정치외교학과,POL3050,01,전공진로설계Ⅰ,조회,,,,송병권,1,,,,,,,,,,"2,3,4학년",2-4학년,,,제1전공자만 가능
2024 학년도,1학기,대학,정치외교학과,POL3050,02,전공진로설계Ⅰ,조회,,,,이근욱,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3061,01,한국정치사,조회,3.0,"화,목 09:00~10:15 [D302]",3.0,전재호,35,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3080,01,현대북한의정치,조회,3.0,"월,수 12:00~13:15 [D402]",3.0,정영철,36,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3108,01,근대정치사상,조회,3.0,월 13:30~16:15 [D303B],3.0,박진곤,15,,,,,,,,,,전학년,1-4학년,,,부제: 정체성의 정치
2024 학년도,1학기,대학,정치외교학과,POL3112,01,문화와정치,조회,3.0,"월,수 10:30~11:45 [D401A]",3.0,이지윤,10,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3130,01,국제정치론,조회,3.0,"화,목 10:30~11:45 [D202]",3.0,이근욱,86,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3161,01,비교정치론,조회,3.0,"화,목 10:30~11:45 [D303B]",3.0,황인혜,24,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3163,01,일본정치의이해,조회,3.0,금 10:30~13:15 [D402],3.0,김백주,25,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3172,01,동아시아지역협력과갈등,조회,3.0,"수,금 15:00~16:15 [D302]",3.0,배기현,40,O,,,,,,,,,전학년,1-4학년,,구)동아시아정치의이해,
2024 학년도,1학기,대학,정치외교학과,POL3179,01,비교민주주의론,조회,3.0,"화,목 12:00~13:15 [D301]",3.0,조영호,51,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3185,01,미국정치특강,조회,3.0,"화,목 16:30~17:45 [D302]",3.0,김서영,47,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3202,01,데이터로 보는 정치와 세계,조회,3.0,"화,목 12:00~13:15 [D304]",3.0,황인혜,10,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL4067,01,한국정치경제론,조회,3.0,"수,금 13:30~14:45 [D301]",3.0,김대환,64,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL4082,01,통일한반도의미래상,조회,3.0,월 13:30~16:15 [D301],3.0,김택빈,36,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL4133,01,국제정치이론,조회,3.0,"월,수 16:30~17:45 [D303A]",3.0,김영완,11,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL4146,01,중국의외교정책,조회,3.0,"화,목 15:00~16:15 [D303B]",3.0,이한얼,14,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POLG301,01,계량정치분석 Ⅰ,조회,3.0,목 10:00~13:00 [D502],3.0,김서영,1,,,,,,,,,,전학년,1-4학년,,,학석사연계과목
2024 학년도,1학기,대학,정치외교학과,POLG532,01,미국정치론,조회,3.0,수 14:00~17:00 [D402],3.0,하상응,19,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY2001,01,일반심리학,조회,3.0,"화,목 15:00~16:15 [DB101]",3.0,김근영,139,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY2002,01,심리통계,조회,3.0,"화,목 13:30~14:45 [D202]",3.0,임경민,82,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY3008,01,성격심리학,조회,3.0,"수,금 13:30~14:45 [D202]",3.0,정유선,96,,,,,,,,,,전학년,2-4학년,,전학년수강신청일에 타전공생신청가능,사회과학계 및 심리학 전공으로 제한/전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음
2024 학년도,1학기,대학,심리학과,PSY3009,01,사회심리학,조회,3.0,"화,목 16:30~17:45 [DB102]",3.0,김진형,56,O,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY3010,01,인사심리학,조회,3.0,"월,수 10:30~11:45 [D301]",3.0,장재윤,51,,,,,,,,,,"2,3,4학년",2-4학년,,구)산업및조직심리학,
2024 학년도,1학기,대학,심리학과,PSY3012,01,생리및생물심리학,조회,3.0,금 10:30~13:15 [D202],3.0,이연경,60,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY3022,01,다문화심리학,조회,3.0,"월,수 16:30~17:45 [DB101]",3.0,나진경,92,O,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY3026,01,전공진로설계Ⅰ,조회,,,,나진경,5,,,,,,,,,,"2,3,4학년",2-4학년,,,제1전공자만 가능
2024 학년도,1학기,대학,심리학과,PSY3026,02,전공진로설계Ⅰ,조회,,,,김진형,2,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY3026,03,전공진로설계Ⅰ,조회,,,,연규진,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY3026,04,전공진로설계Ⅰ,,,,,장재홍,1,,,,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4001,01,이상심리학,조회,3.0,월 13:30~16:15 [D202],3.0,신우승,65,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4003,01,현대심리치료,조회,3.0,금 10:30~13:15 [D302],3.0,신지영,25,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4005,01,집단상담,조회,3.0,"화,목 15:00~16:15 [D301]",3.0,장재홍,28,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4009,01,집단행동의심리학,조회,3.0,"수,금 13:30~14:45 [D302]",3.0,서희영,29,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4012,01,광고및소비자심리학,조회,3.0,"화,목 12:00~13:15 [D202]",3.0,홍승범,116,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4014,01,유아및아동심리학,조회,3.0,"수,금 15:00~16:15 [D202]",3.0,김근영,74,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4019,01,독서심리학,,3.0,"화,목 10:30~11:45 [D302]",3.0,이창환,54,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4024,01,창의성의심리학,조회,3.0,"월,수 16:30~17:45 [D401A]",3.0,장재윤,18,,,,,,,,,,전학년,2-4학년,,구)심리학의제문제,
2024 학년도,1학기,대학,심리학과,PSY4025,01,심리학연구방법론,조회,3.0,"월,수 10:30~11:45 [D406]",3.0,연규진,10,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,심리학과,PSY4032,01,상담면접기법,조회,3.0,"화,목 10:30~11:45 [D504]",3.0,장재홍,20,,,,,,,,,,"2,3,4학년",3-4학년,,,
2024 학년도,1학기,대학,공공인재 연계전공,PUB2005,01,법과현대사회,조회,3.0,"수,금 09:00~10:15 [K208]",3.0,이상수,8,,,,,,,,,,전학년,1-4학년,,"구)HSS3010/LAW2010,PUB2001,2002,2003,2004,2006의 대체과목",
2024 학년도,1학기,대학,공공인재 연계전공,PUB3016,01,사회보장과법,조회,3.0,월 13:30~16:15 [K402],3.0,정성훈,43,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,공공인재 연계전공,PUB3021,01,국제법,조회,3.0,"화,목 09:00~10:15 [X238]",3.0,왕상한,35,,,,,,,,,,전학년,1-4학년,,"PUB3018,PUB3019,PUB4001의 대체과목",
2024 학년도,1학기,대학,공공인재 연계전공,PUB3023,01,"민법 Ⅰ (민법총칙,물권법)",조회,3.0,"화,목 12:00~13:15 [K201]",3.0,장명,73,,,,,,,,,,전학년,1-4학년,,"PUB3014,PUB33015의 대체과목",
2024 학년도,1학기,대학,공공인재 연계전공,PUB3025,01,민사소송법,조회,3.0,"화,목 13:30~14:45 [D303B]",3.0,정윤아,19,,,,,,,,,,전학년,2-4학년,,PUB3007의 대체과목,
2024 학년도,1학기,대학,공공인재 연계전공,PUB3026,01,상법,조회,3.0,금 15:00~17:45 [D402],3.0,장승희,16,,,,,,,,,,전학년,1-4학년,,"PUB3010,PUB3011의 대체과목",
2024 학년도,1학기,대학,공공인재 연계전공,PUB3030,01,헌법,조회,3.0,"월,수 16:30~17:45 [J307]",3.0,임지봉,52,O,,,,,,,,,전학년,1-4학년,,"PUB3001,PUB3002,PUB3012의 대체과목",
2024 학년도,1학기,대학,공공인재 연계전공,PUB3031,01,형법,조회,3.0,금 10:30~13:15 [K405],3.0,김연진,47,,,,,,,,,,전학년,1-4학년,,"PUB3008,PUB3017의 대체과목",
2024 학년도,1학기,대학,종교학과,REL2001,01,종교의이해,조회,3.0,"화,목 15:00~16:15 [J321]",3.0,서명삼,22,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL2002,01,세계종교입문,조회,3.0,"월,수 16:30~17:45 [J215]",3.0,서명삼,11,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL3008,01,유교의중심사상,조회,3.0,"화,목 10:30~11:45 [J313]",3.0,정소이,14,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL3024,01,그리스도교강독,조회,3.0,"화,목 13:30~14:45 [J323]",3.0,박병관,17,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL3028,01,종교인류학,조회,3.0,월 13:30~16:15 [J209],3.0,김동규,26,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL3029,01,종교심리학,조회,3.0,"화,목 12:00~13:15 [J116]",3.0,김재영,15,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL3036,01,비교신비주의,조회,3.0,"수,금 13:30~14:45 [J323]",3.0,박병관,15,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL3039,01,종교간의대화,조회,3.0,"월,수 10:30~11:45 [J114]",3.0,오지섭,11,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,종교학과,REL3043,01,수양과명상,조회,3.0,"화,목 13:30~14:45 [K212]",3.0,최현민,9,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,전인교육원,ROT4002,01,안전및조직관리사례연구,,3.0,"화,목 07:30~10:20 [RA408]",5.0,,3,,,O,,,,,,,전학년,3학년,,,[대면수업] 수강대상: 학군사관후보생
2024 학년도,1학기,대학,전인교육원,ROT4004,01,조직리더십사례연구,,3.0,"화,목 07:30~10:20 [RA410]",5.0,,6,,,O,,,,,,,전학년,4학년,,,[대면수업] 수강대상: 학군사관후보생
2024 학년도,1학기,대학,전인교육원,SHS2001,01,현대사회의이해,조회,3.0,,,민병교,46,,,O,O,,,,,,,1-2학년,,,CU공유대학 과목
2024 학년도,1학기,대학,전인교육원,SHS2001,02,현대사회의이해,조회,3.0,"화,목 13:30~14:45 [DB101]",3.0,이재혁,86,,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,전인교육원,SHS2002,01,한국과세계,조회,3.0,"수,금 09:00~10:15 [K202]",3.0,서복경,88,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,전인교육원,SHS2002,02,한국과세계,조회,3.0,"화,목 15:00~16:15 [K501]",3.0,이지호,95,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,전인교육원,SHS2002,03,한국과세계(중국어강의),조회,3.0,월 13:30~16:15 [K212],3.0,신은영,13,,O,,,,O,,,,전학년,1학년,,,
2024 학년도,1학기,대학,전인교육원,SHS2002,04,한국과세계,조회,3.0,"화,목 10:30~11:45 [K202]",3.0,한영빈,98,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,전인교육원,SHS2002,05,한국과세계,조회,3.0,"월,수 10:30~11:45 [K201]",3.0,오세제,91,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,전인교육원,SHS2003,01,커뮤니케이션과사회,조회,3.0,"월,수 16:30~17:45 [K502]",3.0,신의경,64,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,전인교육원,SHS2005,01,법과지식재산,,3.0,,,안재형,30,,,O,O,,,,,,,1-2학년,,"(구)법과공학, 법과지식산업",CU공유대학 과목
2024 학년도,1학기,대학,전인교육원,SHS2005,02,법과지식재산,조회,3.0,"월,수 10:30~11:45 [DB101]",3.0,권세진,95,,,,,,,,,,전학년,1-2학년,,"(구)법과공학, 법과지식산업",
2024 학년도,1학기,대학,전인교육원,SHS2005,03,법과지식재산,조회,3.0,"월,수 12:00~13:15 [DB101]",3.0,권세진,93,,,,,,,,,,전학년,1-2학년,,"(구)법과공학, 법과지식산업",
2024 학년도,1학기,대학,전인교육원,SHS2005,04,법과지식재산,조회,3.0,"화,목 13:30~14:45 [DB102]",3.0,강기봉,95,,,,,,,,,,전학년,1-2학년,,"(구)법과공학, 법과지식산업",
2024 학년도,1학기,대학,전인교육원,SHS2005,05,법과지식재산,조회,3.0,"화,목 15:00~16:15 [DB102]",3.0,강기봉,93,,,,,,,,,,전학년,1-2학년,,"(구)법과공학, 법과지식산업",
2024 학년도,1학기,대학,전인교육원,SHS2007,01,생활속의심리학,,3.0,,,강재연,15,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
